4.450082344297816121e-03,5.495563271039068977e-03,5.000068421508267399e-03,0.000000000000000000e+00
-2.534094231739833676e-03,6.601524274293791780e-03,5.000464090788320042e-03,9.999999999999998890e-01
-6.983725047530019506e-03,1.105806248288938864e-03,5.000037889336484374e-03,2.000000000000000444e+00
-4.448238960391016905e-03,-5.495479166143501029e-03,5.000759439832322059e-03,3.000000000000001332e+00
2.534335931956067847e-03,-6.600157716602227803e-03,5.000205009389789047e-03,4.000000000000001776e+00
6.982443713627428487e-03,-1.105325841009728756e-03,5.000073748832717033e-03,4.999999999999998224e+00
4.449576481016357180e-03,5.495173886153166369e-03,5.000032801988803233e-03,5.999999999999994671e+00
-2.533489141119311429e-03,6.600595898448413656e-03,4.999284924710414683e-03,6.999999999999991118e+00
-6.982286036307966924e-03,1.105492372424256818e-03,4.999716457797158224e-03,7.999999999999987566e+00
-4.447461368354188073e-03,-5.494351822223224151e-03,4.999828252910325059e-03,8.999999999999984013e+00
2.534793803059444926e-03,-6.598246524104616796e-03,4.999426725615220210e-03,9.999999999999980460e+00
6.981917493709964215e-03,-1.104092023769820841e-03,4.998240594063521613e-03,1.099999999999997691e+01
4.447015060617920748e-03,5.494457756653461575e-03,4.999584309580254286e-03,1.199999999999997335e+01
-2.535692087866530872e-03,6.599094771413208278e-03,5.000224590753783727e-03,1.299999999999996980e+01
-6.982533407345084715e-03,1.103706691999895625e-03,4.999295013443409534e-03,1.399999999999996625e+01
-4.446647059605342983e-03,-5.494733359031275105e-03,4.999858011156886432e-03,1.499999999999996270e+01
2.534931972814951674e-03,-6.597858474386992210e-03,4.999656451688735785e-03,1.599999999999995914e+01
6.981449492677347518e-03,-1.103798950471907361e-03,5.000101830537520553e-03,1.699999999999997158e+01
4.446660632297528420e-03,5.493486465810610252e-03,4.999656752382021160e-03,1.799999999999998579e+01
-2.535257926419999704e-03,6.597917196891965423e-03,5.001509377380802292e-03,1.900000000000000000e+01
-6.982166724872796056e-03,1.103938871624978195e-03,5.001278797465466552e-03,2.000000000000001421e+01
-4.447599648889702384e-03,-5.494767679722701095e-03,5.002686582665063011e-03,2.100000000000002842e+01
2.533203825507388506e-03,-6.597813772887633349e-03,5.002823903515390969e-03,2.200000000000004263e+01
6.979205379245471443e-03,-1.105895597359344684e-03,5.002231062778222936e-03,2.300000000000005684e+01
4.447056653682694358e-03,5.490613080003889888e-03,5.002278222094785030e-03,2.400000000000007105e+01
-2.530390592428144285e-03,6.596106134136393850e-03,5.002817325198104237e-03,2.500000000000008527e+01
-6.977084286560589210e-03,1.105903677246219702e-03,5.003143966166911059e-03,2.600000000000009948e+01
-4.446451171216904939e-03,-5.490490913917057264e-03,5.003903113969723065e-03,2.700000000000011369e+01
2.532287171683166201e-03,-6.596023417080742676e-03,5.003971523739628342e-03,2.800000000000012790e+01
6.977909756774117352e-03,-1.105745263890185520e-03,5.004024612655541028e-03,2.900000000000014211e+01
4.446297104002024971e-03,5.488958949134965445e-03,5.004111361389338916e-03,3.000000000000015632e+01
-2.530666134260262188e-03,6.595361032374128657e-03,5.004131721519157992e-03,3.100000000000017053e+01
-6.978208373323154141e-03,1.106455466326944186e-03,5.003444724918568003e-03,3.200000000000018474e+01
-4.448625029471758689e-03,-5.489551633771168858e-03,5.003754979176261788e-03,3.300000000000019895e+01
2.530736684197244877e-03,-6.597302196790155553e-03,5.004651960821983325e-03,3.400000000000021316e+01
6.979669332535277937e-03,-1.105972454423003988e-03,5.004207635950959528e-03,3.500000000000022737e+01
4.447716224247955270e-03,5.494210515720261007e-03,5.005241822315131470e-03,3.600000000000024158e+01
-2.533601680452762187e-03,6.597826452679046369e-03,5.005577256544185838e-03,3.700000000000025580e+01
-6.980251909860587731e-03,1.105089599314101889e-03,5.006663852618930058e-03,3.800000000000027001e+01
-4.447634148822049091e-03,-5.493046622523085724e-03,5.006959393133096452e-03,3.900000000000028422e+01
2.533468661990666802e-03,-6.598006531165293183e-03,5.007111387143488995e-03,4.000000000000029843e+01
6.980190870749228629e-03,-1.104881036655611971e-03,5.006275009447699702e-03,4.100000000000031264e+01
4.446026658108962783e-03,5.492505901308531238e-03,5.006250276013081597e-03,4.200000000000032685e+01
-2.533808814272480846e-03,6.597274418160872442e-03,5.006210164767897763e-03,4.300000000000034106e+01
-6.978916964850184063e-03,1.103595861420965342e-03,5.005696807461633598e-03,4.400000000000035527e+01
-4.444272611629476212e-03,-5.490956708272427648e-03,5.005425551340433356e-03,4.500000000000036948e+01
2.532619616638707820e-03,-6.593269456782114429e-03,5.004428979842789373e-03,4.600000000000038369e+01
6.977420344289539389e-03,-1.102073541852456422e-03,5.004621041139163153e-03,4.700000000000039790e+01
4.444121191703643073e-03,5.492197364926875922e-03,5.004853135061150711e-03,4.800000000000041211e+01
-2.534349691919428414e-03,6.594836826370320884e-03,5.005235448705761155e-03,4.900000000000042633e+01
-6.978486672883255949e-03,1.103049083582747537e-03,5.004960020841351352e-03,5.000000000000044054e+01
-4.443766691708632248e-03,-5.492322757991117792e-03,5.004786223512486081e-03,5.100000000000045475e+01
2.534090429558346919e-03,-6.594779441215505369e-03,5.003348748790144816e-03,5.200000000000046896e+01
6.978548215878782948e-03,-1.102748565511058737e-03,5.003681306205215971e-03,5.300000000000048317e+01
4.445053303204913459e-03,5.491616879587598449e-03,5.004633860791555741e-03,5.400000000000049738e+01
-2.533355290017408248e-03,6.595385188138258928e-03,5.003860099958942764e-03,5.500000000000051159e+01
-6.977360683041058768e-03,1.103122848262152143e-03,5.003847320664263007e-03,5.600000000000052580e+01
-4.444294590310574403e-03,-5.491325482548273067e-03,5.004039001222941076e-03,5.700000000000054001e+01
2.533275463471451085e-03,-6.594757602849441076e-03,5.004073914278062488e-03,5.800000000000055422e+01
6.978104230448967799e-03,-1.104411453187499701e-03,5.004330016527282557e-03,5.900000000000056843e+01
4.445900678718463402e-03,5.490453679466726980e-03,5.004668083126430529e-03,6.000000000000058265e+01
-2.531665983804884563e-03,6.594906796076801907e-03,5.004658357315163938e-03,6.100000000000059686e+01
-6.977939410568142695e-03,1.105169334930660059e-03,5.005277513936498210e-03,6.200000000000061107e+01
-4.444973761481551058e-03,-5.490395737096162229e-03,5.004226175822854179e-03,6.300000000000062528e+01
2.531776294868689266e-03,-6.595354186731854258e-03,5.003943115461896400e-03,6.400000000000063949e+01
6.977578671244839999e-03,-1.105521910211805601e-03,5.003690685965667823e-03,6.500000000000058265e+01
4.446014480744464939e-03,5.490708137122697272e-03,5.004095661852433173e-03,6.600000000000052580e+01
-2.531743402767305112e-03,6.596087117867587696e-03,5.004261490280582925e-03,6.700000000000046896e+01
-6.979638309125321509e-03,1.105719188009897163e-03,5.004534224135206641e-03,6.800000000000041211e+01
-4.446797113095697467e-03,-5.490875757573039986e-03,5.004418659611694319e-03,6.900000000000035527e+01
2.532417743940289061e-03,-6.596227445184893803e-03,5.004116388447049125e-03,7.000000000000029843e+01
6.978515763567632105e-03,-1.105018668124204979e-03,5.003716631313223119e-03,7.100000000000024158e+01
4.446015733524032523e-03,5.491332119933957541e-03,5.003832516058345087e-03,7.200000000000018474e+01
-2.532441777995331211e-03,6.596032077248611090e-03,5.002872890414661496e-03,7.300000000000012790e+01
-6.979446481008134626e-03,1.104118388048467778e-03,5.002630580831812432e-03,7.400000000000007105e+01
-4.446098719482206342e-03,-5.493404878392908232e-03,5.003122847711873392e-03,7.500000000000001421e+01
2.534484544760620770e-03,-6.596370610760734360e-03,5.002165048910746370e-03,7.599999999999995737e+01
6.981340664879993885e-03,-1.103602686739250721e-03,5.002239031207021680e-03,7.699999999999990052e+01
4.445828273492170510e-03,5.493983971916344307e-03,5.002276853115664862e-03,7.799999999999984368e+01
-2.535166283252530094e-03,6.596914426878961596e-03,5.002045998025336088e-03,7.899999999999978684e+01
-6.981015339255259439e-03,1.102626474921988235e-03,5.001923975521556896e-03,7.999999999999972999e+01
-4.447031951268191549e-03,-5.494613779502988821e-03,5.002415464227976012e-03,8.099999999999967315e+01
2.534549246843331022e-03,-6.598472720404397786e-03,5.002368525079819994e-03,8.199999999999961631e+01
6.981796571469926251e-03,-1.103511805217905102e-03,5.001642881533254967e-03,8.299999999999955946e+01
4.447083547543199261e-03,5.495352709851239643e-03,5.001282781968257631e-03,8.399999999999950262e+01
-2.535473863689097131e-03,6.598252362803969789e-03,5.001728213908045347e-03,8.499999999999944578e+01
-6.981333142611442777e-03,1.103606028884935274e-03,5.000653047134582564e-03,8.599999999999938893e+01
-4.446580394410811626e-03,-5.495211638108677722e-03,5.002095209994597037e-03,8.699999999999933209e+01
2.536573524289033928e-03,-6.598680633436489022e-03,5.001295567012706972e-03,8.799999999999927525e+01
6.982113540968872857e-03,-1.103313061725728125e-03,5.001714642512795558e-03,8.899999999999921840e+01
4.446544070231657486e-03,5.494893400127900257e-03,5.003222442576403355e-03,8.999999999999916156e+01
-2.535037644352318865e-03,6.598226972833369855e-03,5.002445923319716152e-03,9.099999999999910472e+01
-6.981753505380391446e-03,1.102907071440416926e-03,5.002502521588087642e-03,9.199999999999904787e+01
-4.446149570972412514e-03,-5.494953497544368022e-03,5.003178650153237289e-03,9.299999999999899103e+01
2.535832479353796257e-03,-6.597952099395165519e-03,5.003583463253754617e-03,9.399999999999893419e+01
6.980651745248612865e-03,-1.102618258537109777e-03,5.003153692297368504e-03,9.499999999999887734e+01
4.444508203027637896e-03,5.494468410561226257e-03,5.002949503184870098e-03,9.599999999999882050e+01
-2.536691716325516471e-03,6.595508117433607903e-03,5.004187834680298187e-03,9.699999999999876366e+01
-6.980076702615193446e-03,1.100011349166186113e-03,5.004486028323773712e-03,9.799999999999870681e+01
-4.443135295162991237e-03,-5.495618390221832135e-03,5.003542573967085377e-03,9.899999999999864997e+01
2.537008617656177391e-03,-6.595375774874039608e-03,5.004251547149928155e-03,9.999999999999859313e+01
6.979024040283505169e-03,-1.102017071510874753e-03,5.003824352074085630e-03,1.009999999999985363e+02
4.443997474820307950e-03,5.492184899715340206e-03,5.004108688116672317e-03,1.019999999999984794e+02
-2.535654645973029440e-03,6.594722421543959372e-03,5.004072303464872189e-03,1.029999999999984226e+02
-6.979522360742299904e-03,1.101313614502349211e-03,5.003683291847471626e-03,1.039999999999983658e+02
-4.443253958668206757e-03,-5.493622027235829999e-03,5.003973568511457630e-03,1.049999999999983089e+02
2.536090858836542641e-03,-6.595154876268953872e-03,5.003976641815636485e-03,1.059999999999982521e+02
6.979290935900032793e-03,-1.101814714239029904e-03,5.003029924703705084e-03,1.069999999999981952e+02
4.443922471593463389e-03,5.493367363482617137e-03,5.003129310013482156e-03,1.079999999999981384e+02
-2.534100905072029977e-03,6.594519382889791996e-03,5.002252651580892974e-03,1.089999999999980815e+02
-6.978654328727179959e-03,1.102377452266419932e-03,5.002327890939430727e-03,1.099999999999980247e+02
-4.443684122028696004e-03,-5.493253011282938150e-03,5.001673298618184750e-03,1.109999999999979678e+02
2.535265037605997397e-03,-6.594948414774754256e-03,5.001674332516824195e-03,1.119999999999979110e+02
6.979182205630280605e-03,-1.101478708421558747e-03,5.002122397512108638e-03,1.129999999999978542e+02
4.444235636068457826e-03,5.493031442019486767e-03,5.002084735322978246e-03,1.139999999999977973e+02
-2.534603121182471899e-03,6.594885678597152412e-03,5.002797636693187555e-03,1.149999999999977405e+02
-6.978647900739637540e-03,1.102905155894416027e-03,5.002612711655807232e-03,1.159999999999976836e+02
-4.445706537082343666e-03,-5.493286383413248201e-03,5.001941457176079311e-03,1.169999999999976268e+02
2.535937122046373268e-03,-6.596551829524114306e-03,5.001663687285416021e-03,1.179999999999975699e+02
6.980949919946747434e-03,-1.103464948201974150e-03,5.001498137903311221e-03,1.189999999999975131e+02
4.445555545637218907e-03,5.492997242729428034e-03,5.001220108158383089e-03,1.199999999999974563e+02
-2.534497015100668684e-03,6.596501149295222292e-03,5.001556272738101952e-03,1.209999999999973994e+02
-6.979988029968258248e-03,1.102976587039909608e-03,5.000780351296882885e-03,1.219999999999973426e+02
-4.445673800508718153e-03,-5.493290575745559366e-03,5.000312111146786899e-03,1.229999999999972857e+02
2.533652157428498575e-03,-6.596866948882850606e-03,5.000526072970122062e-03,1.239999999999972289e+02
6.980557293689425291e-03,-1.105126424049638831e-03,5.000095712080549447e-03,1.249999999999971720e+02
4.447840716743289499e-03,5.492056942969321919e-03,5.000371676043118170e-03,1.259999999999971152e+02
-2.532149117170148182e-03,6.597338672427573159e-03,4.999972809022556509e-03,1.269999999999970584e+02
-6.979081671334652626e-03,1.106134116102092503e-03,5.000371055857746362e-03,1.279999999999970015e+02
-4.446167233494492839e-03,-5.490974546404322858e-03,4.999539210856933369e-03,1.289999999999969589e+02
2.532818250963282322e-03,-6.596611498623986339e-03,4.998249713074303345e-03,1.299999999999969020e+02
6.979541283134145166e-03,-1.104919467737695577e-03,4.997031755624845549e-03,1.309999999999968452e+02
4.445573778469678015e-03,5.491735255498794190e-03,4.996535179383186989e-03,1.319999999999967883e+02
-2.532538849080590102e-03,6.594945160951759359e-03,4.996929779315714172e-03,1.329999999999967315e+02
-6.978133079626060165e-03,1.104105737596176601e-03,4.997213710231875397e-03,1.339999999999966747e+02
-4.444980388373040610e-03,-5.491706467109021446e-03,4.997385991324955305e-03,1.349999999999966178e+02
2.533064529657795723e-03,-6.594892268895086521e-03,4.997018827010280342e-03,1.359999999999965610e+02
6.976548034251826153e-03,-1.104556156198592282e-03,4.996790442085030995e-03,1.369999999999965041e+02
4.445412248490441913e-03,5.489920993195967873e-03,4.997120165797656714e-03,1.379999999999964473e+02
-2.530785820600764662e-03,6.594572504837260471e-03,4.996804484582427659e-03,1.389999999999963904e+02
-6.976756358113181226e-03,1.105560791166029181e-03,4.996203578542046143e-03,1.399999999999963336e+02
-4.445616328077404977e-03,-5.487724316799271092e-03,4.995021239862178393e-03,1.409999999999962768e+02
2.530232739823377354e-03,-6.593439853790185670e-03,4.995417762875523429e-03,1.419999999999962199e+02
6.974370040283757802e-03,-1.104895251187531114e-03,4.995461707081264718e-03,1.429999999999961631e+02
4.444567560982174738e-03,5.487650422725827599e-03,4.995846503279591580e-03,1.439999999999961062e+02
-2.530445520382619898e-03,6.593175812666550104e-03,4.996407168190645891e-03,1.449999999999960494e+02
-6.975415386566000998e-03,1.105279001433991624e-03,4.996355170204002868e-03,1.459999999999959925e+02
-4.445422085235575631e-03,-5.488641277871926689e-03,4.995925620151463187e-03,1.469999999999959357e+02
2.530342800120646916e-03,-6.594169628934899371e-03,4.995976948752255641e-03,1.479999999999958789e+02
6.977150239284094814e-03,-1.106315401033164001e-03,4.994648867572299561e-03,1.489999999999958220e+02
4.445332828633017860e-03,5.489770673610247162e-03,4.993820477582179909e-03,1.499999999999957652e+02
-2.531701723349392454e-03,6.594379937005338810e-03,4.994524465365148512e-03,1.509999999999957083e+02
